ENA.Accession.Number,Isolate,Lane.accession,Sequecning Status,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERS358148,11791_3#74,ERR439606,Previously sequenced,2005,S,S,,R,S,S,S,,S,,,S
ERS358151,11791_3#75,ERR439607,Previously sequenced,2005,S,S,,R,R,S,S,,S,,,S
ERS358156,11791_3#76,ERR439608,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS358162,11791_3#77,ERR439609,Previously sequenced,2006,S,S,,R,R,S,R,,S,,,S
ERS358164,11791_3#78,ERR439610,Previously sequenced,2008,S,S,,R,R,I,R,,I,,,S
ERS358173,11791_3#79,ERR439611,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357240,11791_3#7,ERR439539,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS358174,11791_3#80,ERR439612,Previously sequenced,2009,S,S,,R,S,S,S,,S,,,S
ERS358178,11791_3#81,ERR439613,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,R
ERS358182,11791_3#82,ERR439614,Previously sequenced,2010,S,S,,S,S,S,S,,S,,,S
ERS358183,11791_3#83,ERR439615,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,R
ERS358184,11791_3#84,ERR439616,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS358186,11791_3#85,ERR439617,Previously sequenced,2009,S,S,,R,S,S,S,,S,,,S
ERS358189,11791_3#86,ERR439618,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358214,11791_3#87,ERR439619,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,R
ERS358216,11791_3#88,ERR439620,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS358217,11791_3#89,ERR439621,Previously sequenced,2010,S,S,,R,R,S,S,,S,,,S
ERS357255,11791_3#8,ERR439540,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS358218,11791_3#90,ERR439622,Previously sequenced,2005,S,S,,R,R,S,S,,S,,,S
ERS358222,11791_3#91,ERR439623,Previously sequenced,2005,S,S,,R,R,S,S,,S,,,S
ERS358229,11791_3#92,ERR439624,Previously sequenced,2008,S,S,,R,R,S,S,,S,,,S
ERS358238,11791_3#93,ERR439625,Previously sequenced,2009,S,S,,R,R,S,R,,S,,,S
ERS358244,11791_3#94,ERR439626,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358259,11791_3#95,ERR439627,Previously sequenced,2001,S,,,R,R,R,R,,I,,,S
ERS358264,11791_3#96,ERR439628,Previously sequenced,2009,S,S,,R,R,R,S,,S,,,S
ERS357266,11791_3#9,ERR439541,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357020,11791_6#10,ERR439637,Previously sequenced,2011,S,S,R,,R,S,S,S,S,S,S,S
ERS357207,11791_6#11,ERR439638,Previously sequenced,2012,S,S,S,,S,S,S,S,S,S,S,S
ERS357254,11791_6#12,ERR439639,Previously sequenced,2002,S,S,,R,R,S,S,,S,,,S
ERS357261,11791_6#13,ERR439640,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357262,11791_6#14,ERR439641,Previously sequenced,2002,S,S,,R,R,I,R,,S,,,R
ERS357272,11791_6#15,ERR439642,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357280,11791_6#16,ERR439643,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357319,11791_6#17,ERR439644,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357357,11791_6#18,ERR439645,Previously sequenced,2003,S,S,,R,S,S,S,,R,,,I
ERS357390,11791_6#19,ERR439646,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS356757,11791_6#1,ERR439629,Previously sequenced,2007,S,S,R,,S,S,S,I,R,I,S,S
ERS357463,11791_6#20,ERR439647,Previously sequenced,2004,S,S,,R,S,S,S,,S,,,S
ERS357523,11791_6#21,ERR439648,Previously sequenced,2004,S,S,,S,S,S,S,,S,,,S
ERS357553,11791_6#22,ERR439649,Previously sequenced,2004,S,S,,S,S,S,S,,S,,,S
ERS357589,11791_6#23,ERR439650,Previously sequenced,2005,S,S,,R,S,S,S,,S,,,S
ERS357801,11791_6#24,ERR439651,Previously sequenced,2006,R,R,,R,R,I,R,,R,,,R
ERS357817,11791_6#25,ERR439652,Previously sequenced,2006,S,S,,R,R,S,S,,S,,,R
ERS357840,11791_6#26,ERR439653,Previously sequenced,2006,S,S,,R,R,S,S,,S,,,S
ERS357880,11791_6#27,ERR439654,Previously sequenced,2008,S,R,,R,S,S,R,,S,,,S
ERS357934,11791_6#28,ERR439655,Previously sequenced,2009,S,S,,R,R,S,S,,S,,,S
ERS357940,11791_6#29,ERR439656,Previously sequenced,2008,R,R,,R,R,I,R,,R,,,R
ERS356796,11791_6#2,ERR439630,Previously sequenced,2008,S,S,S,,S,S,S,I,S,S,R,R
ERS357957,11791_6#30,ERR439657,Previously sequenced,2009,S,S,,R,R,S,R,,S,,,R
ERS357979,11791_6#32,ERR439658,Previously sequenced,2009,S,S,,R,R,S,S,,S,,,S
ERS357991,11791_6#33,ERR439659,Previously sequenced,2010,S,S,,R,S,S,S,,R,,,R
ERS358017,11791_6#34,ERR439660,Previously sequenced,2010,S,S,,R,S,S,S,,S,,,S
ERS358030,11791_6#35,ERR439661,Previously sequenced,2009,S,S,,R,R,S,R,,S,,,S
ERS358084,11791_6#36,ERR439662,Previously sequenced,2011,S,S,,R,R,S,S,,S,,,S
ERS358106,11791_6#37,ERR439663,Previously sequenced,2011,S,S,,R,S,S,S,,R,,,R
ERS358179,11791_6#38,ERR439664,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358187,11791_6#39,ERR439665,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS356829,11791_6#3,ERR439631,Previously sequenced,2008,S,S,R,,S,S,S,S,S,S,R,S
ERS356852,11791_6#4,ERR439632,Previously sequenced,2008,S,S,R,,S,S,S,S,S,S,R,S
ERS356854,11791_6#5,ERR439633,Previously sequenced,2009,S,S,R,,R,S,S,I,S,S,S,S
ERS356881,11791_6#6,ERR439634,Previously sequenced,2009,S,S,R,,R,S,S,S,S,S,R,S
ERS356910,11791_6#7,ERR439635,Previously sequenced,2009,S,S,R,,R,S,R,I,S,R,R,R
ERS356937,11791_6#9,ERR439636,Previously sequenced,2010,S,S,S,,S,S,S,I,S,S,S,R
ERS356799,11791_7#10,ERR439674,Previously sequenced,2008,S,S,S,,S,S,S,I,S,S,S,S
ERS356802,11791_7#11,ERR439675,Previously sequenced,2008,S,S,R,,S,S,S,S,S,S,S,S
ERS356803,11791_7#12,ERR439676,Previously sequenced,2008,S,S,S,,S,S,S,S,S,S,S,S
ERS356817,11791_7#13,ERR439677,Previously sequenced,2008,S,S,R,,R,R,S,I,S,S,S,S
ERS356818,11791_7#14,ERR439678,Previously sequenced,2008,S,S,S,,S,S,S,S,S,S,S,S
ERS356821,11791_7#15,ERR439679,Previously sequenced,2008,S,S,S,,S,S,S,S,S,S,S,S
ERS356856,11791_7#16,ERR439680,Previously sequenced,2009,S,S,S,,S,S,S,S,S,S,S,S
ERS356868,11791_7#17,ERR439681,Previously sequenced,2009,S,S,R,,R,R,S,I,S,S,R,S
ERS356870,11791_7#18,ERR439682,Previously sequenced,2009,S,S,R,,R,S,S,S,S,S,S,S
ERS356882,11791_7#19,ERR439683,Previously sequenced,2009,S,S,S,,S,S,S,S,S,S,I,S
ERS356753,11791_7#1,ERR439666,Previously sequenced,2007,S,S,R,,R,R,S,I,S,S,S,S
ERS356899,11791_7#20,ERR439684,Previously sequenced,2009,S,S,S,,S,S,S,S,S,S,S,S
ERS356912,11791_7#21,ERR439685,Previously sequenced,2009,S,S,R,,S,S,S,I,S,S,S,S
ERS356918,11791_7#22,ERR439686,Previously sequenced,2009,S,S,S,,S,S,S,S,S,S,S,S
ERS357041,11791_7#23,ERR439687,Previously sequenced,2011,S,S,R,,S,S,S,S,S,S,R,S
ERS357055,11791_7#24,ERR439688,Previously sequenced,2012,S,S,S,,S,S,S,S,S,S,S,S
ERS357057,11791_7#25,ERR439689,Previously sequenced,2012,S,S,S,,S,S,S,S,S,S,S,S
ERS357060,11791_7#26,ERR439690,Previously sequenced,2012,S,S,R,,S,S,S,I,S,S,R,S
ERS357062,11791_7#27,ERR439691,Previously sequenced,2012,S,S,R,,S,S,R,R,S,S,S,S
ERS357064,11791_7#28,ERR439692,Previously sequenced,2012,S,S,R,,R,R,S,R,S,S,S,S
ERS357065,11791_7#29,ERR439693,Previously sequenced,2012,S,S,R,,S,S,S,S,S,S,S,R
ERS356754,11791_7#2,ERR439667,Previously sequenced,2007,S,S,R,,R,S,S,I,S,R,R,R
ERS357066,11791_7#30,ERR439694,Previously sequenced,2012,S,S,R,,S,S,S,I,S,S,R,S
ERS357069,11791_7#32,ERR439695,Previously sequenced,2012,S,S,R,,S,S,S,S,S,S,R,S
ERS357073,11791_7#33,ERR439696,Previously sequenced,2012,S,S,S,,S,S,S,I,S,S,S,S
ERS357079,11791_7#34,ERR439697,Previously sequenced,2012,S,S,R,,R,R,S,R,S,S,S,S
ERS357087,11791_7#35,ERR439698,Previously sequenced,2012,S,S,R,,S,S,S,S,S,S,R,R
ERS357105,11791_7#36,ERR439699,Previously sequenced,2012,S,S,R,,S,S,S,I,S,S,S,S
ERS357216,11791_7#37,ERR439700,Previously sequenced,2001,S,,,S,S,S,S,,R,,,S
ERS357218,11791_7#38,ERR439701,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357224,11791_7#39,ERR439702,Previously sequenced,2001,S,,,R,S,S,S,,S,,,S
ERS356761,11791_7#3,ERR439668,Previously sequenced,2007,S,S,S,,S,S,S,S,S,S,S,S
ERS357233,11791_7#40,ERR439703,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357234,11791_7#41,ERR439704,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357238,11791_7#42,ERR439705,Previously sequenced,2002,I,S,,R,R,I,R,,S,,,S
ERS357292,11791_7#44,ERR439706,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357401,11791_7#45,ERR439707,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357410,11791_7#46,ERR439708,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357413,11791_7#47,ERR439709,Previously sequenced,2003,S,S,,R,R,R,S,,S,,,R
ERS357417,11791_7#48,ERR439710,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357429,11791_7#49,ERR439711,Previously sequenced,2004,S,S,,R,R,R,S,,R,,,R
ERS356767,11791_7#4,ERR439669,Previously sequenced,2007,S,S,S,,S,S,S,S,S,S,S,S
ERS357433,11791_7#50,ERR439712,Previously sequenced,2004,S,S,,S,S,S,R,,S,,,R
ERS357438,11791_7#51,ERR439713,Previously sequenced,2004,S,S,,R,S,S,S,,S,,,S
ERS357450,11791_7#52,ERR439714,Previously sequenced,2004,S,S,,S,S,I,S,,S,,,R
ERS357459,11791_7#53,ERR439715,Previously sequenced,2004,S,S,,R,S,I,S,,S,,,S
ERS357461,11791_7#54,ERR439716,Previously sequenced,2004,S,S,,S,S,S,S,,S,,,S
ERS357482,11791_7#55,ERR439717,Previously sequenced,2003,R,R,,R,R,R,R,,S,,,R
ERS357499,11791_7#56,ERR439718,Previously sequenced,2005,S,S,,R,R,R,S,,S,,,S
ERS357511,11791_7#57,ERR439719,Previously sequenced,2004,S,S,,R,R,S,S,,S,,,S
ERS357537,11791_7#58,ERR439720,Previously sequenced,2004,S,S,,R,S,S,R,,S,,,S
ERS357540,11791_7#59,ERR439721,Previously sequenced,2004,S,S,,R,R,R,R,,S,,,R
ERS356768,11791_7#5,ERR439670,Previously sequenced,2007,S,S,R,,S,S,S,I,R,R,R,R
ERS357552,11791_7#60,ERR439722,Previously sequenced,2004,R,R,,R,R,S,R,,R,,,R
ERS357554,11791_7#61,ERR439723,Previously sequenced,2004,S,S,,S,S,S,S,,S,,,S
ERS357564,11791_7#62,ERR439724,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357878,11791_7#63,ERR439725,Previously sequenced,2008,S,S,,S,S,S,S,,S,,,S
ERS357902,11791_7#64,ERR439726,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,S
ERS358012,11791_7#65,ERR439727,Previously sequenced,2009,S,S,,R,R,S,S,,S,,,S
ERS358028,11791_7#66,ERR439728,Previously sequenced,2010,S,S,,R,R,R,S,,R,,,R
ERS358035,11791_7#67,ERR439729,Previously sequenced,2010,S,S,,R,S,S,R,,S,,,S
ERS358079,11791_7#68,ERR439730,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358105,11791_7#69,ERR439731,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS356770,11791_7#6,ERR439671,Previously sequenced,2007,S,S,R,,R,R,R,R,S,R,R,R
ERS358223,11791_7#70,ERR439732,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS356790,11791_7#7,ERR439672,Previously sequenced,2007,R,R,R,,S,S,R,R,S,S,S,R
ERS356798,11791_7#9,ERR439673,Previously sequenced,2008,S,S,S,,S,S,S,I,S,S,S,S
ERS357622,11893_8#71,ERR460494,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS379216,12045_3#57,ERR485890,Previously sequenced,2004,S,S,,S,S,S,S,,S,,,I
ERS379217,12045_3#58,ERR485891,Previously sequenced,2002,S,S,,R,R,S,R,,S,,,S
ERS379218,12045_3#59,ERR485892,Previously sequenced,2002,S,S,,R,R,S,R,,S,,,R
ERS379219,12045_3#60,ERR485893,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS379220,12045_3#61,ERR485894,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS379221,12045_3#62,ERR485895,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,S
ERS379222,12045_3#63,ERR485896,Previously sequenced,2004,S,S,,R,S,S,S,,S,,,S
ERS379223,12045_3#64,ERR485897,Previously sequenced,2004,S,S,,R,R,S,S,,S,,,S
ERS379224,12045_3#65,ERR485898,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS379225,12045_3#66,ERR485899,Previously sequenced,2002,S,S,,R,R,S,S,,S,,,S
ERS379226,12045_3#67,ERR485900,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS838778,18090_6#33,ERR1218534,Previously sequenced,2015,R,R,R,,R,R,R,R,S,S,R,I
ERS838795,18090_6#34,ERR1218535,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,R
ERS838804,18090_6#35,ERR1218536,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,S,R
ERS838810,18090_6#36,ERR1218537,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,S
ERS838812,18090_6#37,ERR1218538,Previously sequenced,2015,R,R,R,,R,S,R,R,R,I,S,R
ERS838816,18090_6#38,ERR1218539,Previously sequenced,2015,I,R,R,,R,S,R,R,S,S,R,S
ERS838819,18090_6#39,ERR1218540,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,R,R
ERS838833,18090_6#40,ERR1218541,Previously sequenced,2015,S,R,R,,S,S,R,R,I,S,S,R
ERS838837,18090_6#41,ERR1218542,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,R,R
ERS838844,18090_6#42,ERR1218543,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,R
ERS838862,18090_6#43,ERR1218544,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,R
ERS838866,18090_6#44,ERR1218545,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,R
ERS838891,18090_6#45,ERR1218546,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,R,R
ERS838899,18090_6#46,ERR1218547,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,S
ERS838900,18090_6#47,ERR1218548,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,S
ERS838904,18090_6#48,ERR1218549,Previously sequenced,2015,S,R,R,,R,S,R,R,R,S,S,S
ERS838905,18090_6#49,ERR1218550,Previously sequenced,2015,S,R,R,,R,S,R,R,R,S,S,S
ERS838906,18090_6#50,ERR1218551,Previously sequenced,2015,I,R,R,,R,S,R,R,R,R,R,S
ERS838909,18090_6#51,ERR1218552,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838911,18090_6#52,ERR1218553,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,R
ERS838851,18090_6#53,ERR1218554,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,S
ERS838887,18090_6#54,ERR1218555,Previously sequenced,2015,R,R,R,,R,I,R,R,R,R,R,R
ERS838922,18090_6#55,ERR1218556,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838932,18090_6#56,ERR1218557,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,S
ERS838948,18090_6#57,ERR1218558,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,R,R
ERS838967,18090_6#58,ERR1218559,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838979,18090_6#59,ERR1218560,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838996,18090_6#60,ERR1218561,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,S
ERS839004,18090_6#61,ERR1218562,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,S
ERS839012,18090_6#62,ERR1218563,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,S,R
ERS839018,18090_6#63,ERR1218564,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,R
ERS838773,18090_6#80,ERR1218581,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838774,18090_6#81,ERR1218582,Previously sequenced,2014,I,R,R,,S,S,R,R,S,S,R,R
ERS838775,18090_6#82,ERR1218583,Previously sequenced,2014,R,R,R,,R,S,R,R,R,R,R,I
ERS838776,18090_6#83,ERR1218584,Previously sequenced,2014,R,R,R,,S,S,R,R,S,R,S,S
ERS838777,18090_6#84,ERR1218585,Previously sequenced,2014,I,R,R,,S,S,R,R,R,R,R,R
ERS838779,18090_6#85,ERR1218586,Previously sequenced,2014,R,R,R,,R,R,R,R,S,R,R,R
ERS838780,18090_6#86,ERR1218587,Previously sequenced,2014,R,R,R,,R,S,R,R,R,R,R,S
ERS838781,18090_6#87,ERR1218588,Previously sequenced,2015,R,R,R,,R,R,R,R,S,S,R,R
ERS838782,18090_6#88,ERR1218589,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,R
ERS838783,18090_6#89,ERR1218590,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838784,18090_6#90,ERR1218591,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,S,S
ERS838785,18090_6#91,ERR1218592,Previously sequenced,2015,S,R,R,,R,S,R,R,R,I,S,R
ERS838786,18090_6#92,ERR1218593,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,I
ERS838787,18090_6#93,ERR1218594,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,R
ERS838788,18090_6#94,ERR1218595,Previously sequenced,2015,I,R,R,,R,S,R,R,R,I,R,S
ERS838791,18090_6#95,ERR1218596,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,I
ERS838823,18090_7#10,ERR1218606,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,S,R
ERS838825,18090_7#11,ERR1218607,Previously sequenced,2015,I,R,R,,R,S,R,R,R,R,R,R
ERS838827,18090_7#12,ERR1218608,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838829,18090_7#13,ERR1218609,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,R,R
ERS838831,18090_7#14,ERR1218610,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,R
ERS838835,18090_7#15,ERR1218611,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838839,18090_7#16,ERR1218612,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,R,R
ERS838841,18090_7#17,ERR1218613,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,R
ERS838842,18090_7#18,ERR1218614,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,R,S
ERS838846,18090_7#19,ERR1218615,Previously sequenced,2015,R,R,R,,S,S,R,R,R,I,S,S
ERS838793,18090_7#1,ERR1218597,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838848,18090_7#20,ERR1218616,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,R
ERS838850,18090_7#21,ERR1218617,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838853,18090_7#22,ERR1218618,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,R
ERS838855,18090_7#23,ERR1218619,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,S,I
ERS838858,18090_7#24,ERR1218620,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,R
ERS838860,18090_7#25,ERR1218621,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838864,18090_7#26,ERR1218622,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,R
ERS838868,18090_7#27,ERR1218623,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,R
ERS838870,18090_7#28,ERR1218624,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,S
ERS838872,18090_7#29,ERR1218625,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,R
ERS838797,18090_7#2,ERR1218598,Previously sequenced,2015,R,R,R,,R,R,R,R,S,S,S,R
ERS838874,18090_7#30,ERR1218626,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,R,R
ERS838876,18090_7#31,ERR1218627,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,S,R
ERS838878,18090_7#32,ERR1218628,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,S
ERS838880,18090_7#33,ERR1218629,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838882,18090_7#34,ERR1218630,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,S,R
ERS838884,18090_7#35,ERR1218631,Previously sequenced,2015,I,R,R,,S,S,R,R,R,S,R,S
ERS838886,18090_7#36,ERR1218632,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,R
ERS838888,18090_7#37,ERR1218633,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,R
ERS838889,18090_7#38,ERR1218634,Previously sequenced,2015,I,R,R,,R,S,R,R,R,R,R,R
ERS838890,18090_7#39,ERR1218635,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838799,18090_7#3,ERR1218599,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,R
ERS838892,18090_7#40,ERR1218636,Previously sequenced,2015,I,R,R,,R,S,R,R,R,R,S,R
ERS838893,18090_7#41,ERR1218637,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,R,R
ERS838895,18090_7#43,ERR1218639,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,S
ERS838896,18090_7#44,ERR1218640,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,S
ERS838897,18090_7#45,ERR1218641,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,S,S
ERS838898,18090_7#46,ERR1218642,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,S
ERS838901,18090_7#47,ERR1218643,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,S,I
ERS838902,18090_7#48,ERR1218644,Previously sequenced,2015,S,R,R,,S,S,R,R,S,S,R,R
ERS838903,18090_7#49,ERR1218645,Previously sequenced,2015,S,R,R,,S,S,R,R,S,S,R,R
ERS838801,18090_7#4,ERR1218600,Previously sequenced,2015,R,R,R,,R,S,R,R,S,R,R,R
ERS838907,18090_7#50,ERR1218646,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838908,18090_7#51,ERR1218647,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838910,18090_7#52,ERR1218648,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,S,S
ERS838912,18090_7#53,ERR1218649,Previously sequenced,2015,S,R,R,,S,S,R,R,R,I,R,I
ERS838913,18090_7#54,ERR1218650,Previously sequenced,2015,S,R,R,,S,S,R,R,R,I,R,R
ERS838914,18090_7#55,ERR1218651,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,R
ERS838915,18090_7#56,ERR1218652,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,S
ERS838916,18090_7#57,ERR1218653,Previously sequenced,2015,R,R,R,,R,R,R,R,S,S,R,S
ERS838917,18090_7#58,ERR1218654,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,R
ERS838918,18090_7#59,ERR1218655,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838805,18090_7#5,ERR1218601,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,S,R
ERS838789,18090_7#60,ERR1218656,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,S
ERS838792,18090_7#62,ERR1218658,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,R,I
ERS838794,18090_7#63,ERR1218659,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,R,S
ERS838796,18090_7#64,ERR1218660,Previously sequenced,2015,S,R,R,,S,S,R,R,S,S,R,S
ERS838798,18090_7#65,ERR1218661,Previously sequenced,2015,I,R,R,,R,S,R,R,R,R,R,R
ERS838800,18090_7#66,ERR1218662,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,R,R
ERS838802,18090_7#67,ERR1218663,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,S,R
ERS838803,18090_7#68,ERR1218664,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,S
ERS838806,18090_7#69,ERR1218665,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,S
ERS838808,18090_7#6,ERR1218602,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,R
ERS838807,18090_7#70,ERR1218666,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,S
ERS838809,18090_7#71,ERR1218667,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,S
ERS838811,18090_7#72,ERR1218668,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,I
ERS838813,18090_7#73,ERR1218669,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,S
ERS838815,18090_7#74,ERR1218670,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,S
ERS838817,18090_7#75,ERR1218671,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,S
ERS838820,18090_7#76,ERR1218672,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,S
ERS838822,18090_7#77,ERR1218673,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,S
ERS838824,18090_7#78,ERR1218674,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,S
ERS838826,18090_7#79,ERR1218675,Previously sequenced,2015,I,R,R,,R,S,R,R,S,S,S,R
ERS838814,18090_7#7,ERR1218603,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,R,R
ERS838828,18090_7#80,ERR1218676,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,S
